awardyear,category,categoryfullname,sortorder,prizeamount,motivation,award_link,id,name,fullname,gender,laureate_link,birth_date,birth_citynow,birth_continent,birth_countryNow,birth_locationstring
2007,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,2,10000000,for having laid the foundations of mechanism design theory,https://masterdataapi.nobelprize.org/2/nobelPrize/eco/2007,821,Eric S. Maskin,Eric S. Maskin,male,http://masterdataapi.nobelprize.org/2/laureate/821,12/12/1950,"New York, NY",North America,USA,"New York, NY, USA"
1931,Literature,The Nobel Prize in  Literature,1,173206,The poetry of Erik Axel Karlfeldt,https://masterdataapi.nobelprize.org/2/nobelPrize/lit/1931,604,Erik Axel Karlfeldt,Erik Axel Karlfeldt,male,http://masterdataapi.nobelprize.org/2/laureate/604,1864-07-20,Karlbo,Europe,Sweden,"Karlbo, Sweden"
1954,Literature,The Nobel Prize in  Literature,1,181647,"for his mastery of the art of narrative, most recently demonstrated in <I>The Old Man and the Sea,</I> and for the influence that he has exerted on contemporary style",https://masterdataapi.nobelprize.org/2/nobelPrize/lit/1954,625,Ernest Hemingway,Ernest Miller Hemingway,male,http://masterdataapi.nobelprize.org/2/laureate/625,1899-07-21,"Oak Park, IL",North America,USA,"Oak Park, IL, USA"
1939,Physics,The Nobel Prize in Physics,1,148822,"for the invention and development of the cyclotron and for results obtained with it, especially with regard to artificial radioactive elements",https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1939,47,Ernest Lawrence,Ernest Orlando Lawrence,male,http://masterdataapi.nobelprize.org/2/laureate/47,8/08/1901,"Canton, SD",North America,USA,"Canton, SD, USA"
1908,Chemistry,The Nobel Prize in Chemistry,1,139800,"for his investigations into the disintegration of the elements, and the chemistry of radioactive substances",https://masterdataapi.nobelprize.org/2/nobelPrize/che/1908,167,Ernest Rutherford,Ernest Rutherford,male,http://masterdataapi.nobelprize.org/2/laureate/167,1871-08-30,Nelson,Oceania,New Zealand,"Nelson, New Zealand"
1951,Physics,The Nobel Prize in Physics,2,167612,for their pioneer work on the transmutation of atomic nuclei by artificially accelerated atomic particles,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1951,57,Ernest T.S. Walton,Ernest Thomas Sinton Walton,male,http://masterdataapi.nobelprize.org/2/laureate/57,6/10/1903,Dungarvan,Europe,Ireland,"Dungarvan, Ireland"
1907,Peace,The Nobel Peace Prize,1,138796,"for his work in the press and in peace meetings, both public and private, for an understanding between France and Italy",https://masterdataapi.nobelprize.org/2/nobelPrize/pea/1907,471,Ernesto Teodoro Moneta,Ernesto Teodoro Moneta,male,http://masterdataapi.nobelprize.org/2/laureate/471,1833-09-20,Milan,Europe,Italy,"Milan, Austrian Empire (now Italy)"
1945,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,2,121333,for the discovery of penicillin and its curative effect in various infectious diseases,https://masterdataapi.nobelprize.org/2/nobelPrize/med/1945,340,Ernst B. Chain,Ernst Boris Chain,male,http://masterdataapi.nobelprize.org/2/laureate/340,19/06/1906,Berlin,Europe,Germany,"Berlin, Germany"
1973,Chemistry,The Nobel Prize in Chemistry,1,510000,"for their pioneering work, performed independently, on the chemistry of the organometallic, so called sandwich compounds",https://masterdataapi.nobelprize.org/2/nobelPrize/che/1973,244,Ernst Otto Fischer,Ernst Otto Fischer,male,http://masterdataapi.nobelprize.org/2/laureate/244,10/11/1918,Munich,Europe,Germany,"Munich, Germany"
1986,Physics,The Nobel Prize in Physics,1,2000000,"for his fundamental work in electron optics, and for the design of the first electron microscope",https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1986,127,Ernst Ruska,Ernst Ruska,male,http://masterdataapi.nobelprize.org/2/laureate/127,25/12/1906,Heidelberg,Europe,Germany,"Heidelberg, Germany"
1991,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1,6000000,for their discoveries concerning the function of single ion channels in cells,https://masterdataapi.nobelprize.org/2/nobelPrize/med/1991,444,Erwin Neher,Erwin Neher,male,http://masterdataapi.nobelprize.org/2/laureate/444,20/03/1944,Landsberg,Europe,Germany,"Landsberg, Germany"
1933,Physics,The Nobel Prize in Physics,1,170332,for the discovery of new productive forms of atomic theory,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1933,39,Erwin Schrödinger,Erwin Schrödinger,male,http://masterdataapi.nobelprize.org/2/laureate/39,1887-08-12,Vienna,Europe,Austria,"Vienna, Austria"
2019,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,2,9000000,for their experimental approach to alleviating global poverty,https://masterdataapi.nobelprize.org/2/nobelPrize/eco/2019,983,Esther Duflo,Esther Duflo,female,http://masterdataapi.nobelprize.org/2/laureate/983,25/10/1972,Paris,Europe,France,"Paris, France"
2013,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,1,8000000,for their empirical analysis of asset prices,https://masterdataapi.nobelprize.org/2/nobelPrize/eco/2013,894,Eugene F. Fama,Eugene F. Fama,male,http://masterdataapi.nobelprize.org/2/laureate/894,14/02/1939,"Boston, MA",North America,USA,"Boston, MA, USA"
1936,Literature,The Nobel Prize in  Literature,1,159850,"for the power, honesty and deep-felt emotions of his dramatic works, which embody an original concept of tragedy",https://masterdataapi.nobelprize.org/2/nobelPrize/lit/1936,608,Eugene O'Neill,Eugene Gladstone O'Neill,male,http://masterdataapi.nobelprize.org/2/laureate/608,1888-10-16,"New York, NY",North America,USA,"New York, NY, USA"
1963,Physics,The Nobel Prize in Physics,1,265000,"for his contributions to the theory of the atomic nucleus and the elementary particles, particularly through the discovery and application of fundamental symmetry principles",https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1963,78,Eugene Wigner,Eugene Paul Wigner,male,http://masterdataapi.nobelprize.org/2/laureate/78,17/11/1902,Budapest,Europe,Hungary,"Budapest, Austria-Hungary (now Hungary)"
1975,Literature,The Nobel Prize in  Literature,1,630000,"for his distinctive poetry which, with great artistic sensitivity, has interpreted human values under the sign of an outlook on life with no illusions",https://masterdataapi.nobelprize.org/2/nobelPrize/lit/1975,651,Eugenio Montale,Eugenio Montale,male,http://masterdataapi.nobelprize.org/2/laureate/651,1896-10-12,Genoa,Europe,Italy,"Genoa, Italy"
2012,Peace,The Nobel Peace Prize,1,8000000,"for over six decades contributed to the advancement of peace and reconciliation, democracy and human rights in Europe",https://masterdataapi.nobelprize.org/2/nobelPrize/pea/2012,881,European Union (EU),NULL,NULL,http://masterdataapi.nobelprize.org/2/laureate/881,NULL,NULL,NULL,NULL,NULL
1974,Literature,The Nobel Prize in  Literature,1,550000,"for a narrative art, far-seeing in lands and ages, in the service of freedom",https://masterdataapi.nobelprize.org/2/nobelPrize/lit/1974,649,Eyvind Johnson,Eyvind Johnson,male,http://masterdataapi.nobelprize.org/2/laureate/649,29/07/1900,Svartbjörnsbyn,Europe,Sweden,"Svartbjörnsbyn, Sweden"
2016,Physics,The Nobel Prize in Physics,2,8000000,for theoretical discoveries of topological phase transitions and topological phases of matter,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/2016,929,F. Duncan M. Haldane,F. Duncan M. Haldane,male,http://masterdataapi.nobelprize.org/2/laureate/929,14/09/1951,London,Europe,United Kingdom,"London, United Kingdom"
1995,Chemistry,The Nobel Prize in Chemistry,3,7200000,"for their work in atmospheric chemistry, particularly concerning the formation and decomposition of ozone",https://masterdataapi.nobelprize.org/2/nobelPrize/che/1995,283,F. Sherwood Rowland,F. Sherwood Rowland,male,http://masterdataapi.nobelprize.org/2/laureate/283,28/06/1927,"Delaware, OH",North America,USA,"Delaware, OH, USA"
1993,Peace,The Nobel Peace Prize,2,6700000,"for their work for the peaceful termination of the apartheid regime, and for laying the foundations for a new  democratic South Africa",https://masterdataapi.nobelprize.org/2/nobelPrize/pea/1993,556,F.W. de Klerk,Frederik Willem de Klerk,male,http://masterdataapi.nobelprize.org/2/laureate/556,18/03/1936,Johannesburg,Africa,South Africa,"Johannesburg, South Africa"
1952,Physics,The Nobel Prize in Physics,1,171135,for their development of new methods for nuclear magnetic precision measurements and discoveries in connection therewith,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1952,58,Felix Bloch,Felix Bloch,male,http://masterdataapi.nobelprize.org/2/laureate/58,23/10/1905,Zurich,Europe,Switzerland,"Zurich, Switzerland"
1964,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,2,273000,for their discoveries concerning the mechanism and regulation of the cholesterol and fatty acid metabolism,https://masterdataapi.nobelprize.org/2/nobelPrize/med/1964,379,Feodor Lynen,Feodor Lynen,male,http://masterdataapi.nobelprize.org/2/laureate/379,6/04/1911,Munich,Europe,Germany,"Munich, Germany"
1909,Physics,The Nobel Prize in Physics,2,139800,in recognition of their contributions to the development of wireless telegraphy,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1909,14,Ferdinand Braun,Karl Ferdinand Braun,male,http://masterdataapi.nobelprize.org/2/laureate/14,1850-06-06,Fulda,Europe,Germany,"Fulda, Hesse-Kassel (now Germany)"
1927,Peace,The Nobel Peace Prize,1,126501,for their contribution to the emergence in France and Germany of a public opinion which favours peaceful international cooperation,https://masterdataapi.nobelprize.org/2/nobelPrize/pea/1927,492,Ferdinand Buisson,Ferdinand Buisson,male,http://masterdataapi.nobelprize.org/2/laureate/492,1841-12-20,Paris,Europe,France,"Paris, France"
1998,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,3,7600000,for their discoveries concerning nitric oxide as a signalling molecule in the cardiovascular system,https://masterdataapi.nobelprize.org/2/nobelPrize/med/1998,460,Ferid Murad,Ferid Murad,male,http://masterdataapi.nobelprize.org/2/laureate/460,14/09/1936,"Whiting, IN",North America,USA,"Whiting, IN, USA"
2004,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,1,10000000,for their contributions to dynamic macroeconomics: the time consistency of economic policy and the driving forces behind business cycles,https://masterdataapi.nobelprize.org/2/nobelPrize/eco/2004,786,Finn E. Kydland,Finn E. Kydland,male,http://masterdataapi.nobelprize.org/2/laureate/786,1/12/1943,Gjesdal,Europe,Norway,"Gjesdal, Norway"
2018,Chemistry,The Nobel Prize in Chemistry,1,9000000,for the directed evolution of enzymes,https://masterdataapi.nobelprize.org/2/nobelPrize/che/2018,963,Frances H. Arnold,Frances H. Arnold,female,http://masterdataapi.nobelprize.org/2/laureate/963,25/07/1956,"Pittsburgh, PA",North America,USA,"Pittsburgh, PA, USA"
1962,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1,257220,for their discoveries concerning the molecular structure of nucleic acids and its significance for information transfer in living material,https://masterdataapi.nobelprize.org/2/nobelPrize/med/1962,372,Francis Crick,Francis Harry Compton Crick,male,http://masterdataapi.nobelprize.org/2/laureate/372,8/06/1916,Northampton,Europe,United Kingdom,"Northampton, United Kingdom"
1922,Chemistry,The Nobel Prize in Chemistry,1,122483,"for his discovery, by means of his mass spectrograph, of isotopes, in a large number of non-radioactive elements, and for his enunciation of the whole-number rule",https://masterdataapi.nobelprize.org/2/nobelPrize/che/1922,180,Francis W. Aston,Francis William Aston,male,http://masterdataapi.nobelprize.org/2/laureate/180,1877-09-01,Harborne,Europe,United Kingdom,"Harborne, United Kingdom"
1985,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,1,1800000,for his pioneering analyses of saving and of financial markets,https://masterdataapi.nobelprize.org/2/nobelPrize/eco/1985,699,Franco Modigliani,Franco Modigliani,male,http://masterdataapi.nobelprize.org/2/laureate/699,18/06/1918,Rome,Europe,Italy,"Rome, Italy"
2013,Physics,The Nobel Prize in Physics,1,8000000,"for the theoretical discovery of a mechanism that contributes to our understanding of the origin of mass of subatomic particles, and which recently was confirmed through the discovery of the predicted fundamental particle, by the ATLAS and CMS experiments at CERN's Large Hadron Collider",https://masterdataapi.nobelprize.org/2/nobelPrize/phy/2013,887,François Englert,François Englert,male,http://masterdataapi.nobelprize.org/2/laureate/887,6/11/1932,Etterbeek,Europe,Belgium,"Etterbeek, Belgium"
1965,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1,282000,for their discoveries concerning genetic control of enzyme and virus synthesis,https://masterdataapi.nobelprize.org/2/nobelPrize/med/1965,380,François Jacob,François Jacob,male,http://masterdataapi.nobelprize.org/2/laureate/380,17/06/1920,Nancy,Europe,France,"Nancy, France"
1952,Literature,The Nobel Prize in  Literature,1,171135,for the deep spiritual insight and the artistic intensity with which he has in his novels penetrated the drama of human life,https://masterdataapi.nobelprize.org/2/nobelPrize/lit/1952,623,François Mauriac,François Mauriac,male,http://masterdataapi.nobelprize.org/2/laureate/623,1885-10-11,Bordeaux,Europe,France,"Bordeaux, France"
2008,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,2,10000000,for their discovery of human immunodeficiency virus,https://masterdataapi.nobelprize.org/2/nobelPrize/med/2008,824,Françoise Barré-Sinoussi,Françoise Barré-Sinoussi,female,http://masterdataapi.nobelprize.org/2/laureate/824,30/07/1947,Paris,Europe,France,"Paris, France"
1929,Peace,The Nobel Peace Prize,1,172760,for his crucial role in bringing about the Briand-Kellogg Pact,https://masterdataapi.nobelprize.org/2/nobelPrize/pea/1929,494,Frank B. Kellogg,Frank Billings Kellogg,male,http://masterdataapi.nobelprize.org/2/laureate/494,1856-12-22,"Potsdam, NY",North America,USA,"Potsdam, NY, USA"
2004,Physics,The Nobel Prize in Physics,3,10000000,for the discovery of asymptotic freedom in the theory of the strong interaction,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/2004,778,Frank Wilczek,Frank Wilczek,male,http://masterdataapi.nobelprize.org/2/laureate/778,15/05/1951,"New York, NY",North America,USA,"New York, NY, USA"
1939,Literature,The Nobel Prize in  Literature,1,148822,for his deep understanding of his country's peasantry and the exquisite art with which he has portrayed their way of life and their relationship with Nature,https://masterdataapi.nobelprize.org/2/nobelPrize/lit/1939,613,Frans Eemil Sillanpää,Frans Eemil Sillanpää,male,http://masterdataapi.nobelprize.org/2/laureate/613,1888-09-16,Hämeenkyrö,Europe,Finland,"Hämeenkyrö, Russian Empire (now Finland)"
1935,Chemistry,The Nobel Prize in Chemistry,1,159917,in recognition of their synthesis of new radioactive elements,https://masterdataapi.nobelprize.org/2/nobelPrize/che/1935,193,Frédéric Joliot,Frédéric Joliot,male,http://masterdataapi.nobelprize.org/2/laureate/193,19/03/1900,Paris,Europe,France,"Paris, France"
1904,Literature,The Nobel Prize in  Literature,1,140859,"in recognition of the fresh originality and true inspiration of his poetic production, which faithfully reflects the natural scenery and native spirit of his people, and, in addition, his significant work as a Proven&ccedil;al philologist",https://masterdataapi.nobelprize.org/2/nobelPrize/lit/1904,573,Frédéric Mistral,Frédéric Mistral,male,http://masterdataapi.nobelprize.org/2/laureate/573,1830-09-08,Maillane,Europe,France,"Maillane, France"
